,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Target
15,-437.4985,209.5535,41.28368,-26.46218,-18.704203,6.824648,-4.046876,-25.09119,-21.376596,0.9053026,-3.5887535,-20.644497,-13.123825,-4.0497794,-3.4997709,-2.9491475,0.3755845,7.2807865,15.060554,14.631212,9.2797165,8.230405,6.125856,0.0056580743,-4.9421196,1
16,-330.08847,162.92706,48.62435,4.205005,7.830511,23.626997,13.097801,-8.652799,-14.844042,-1.6939898,-1.3888705,-9.510729,-4.4307265,-1.9143006,-2.909242,-0.50416076,2.597954,5.918,10.984428,11.776891,8.346007,6.54468,3.8947797,-0.2375813,-2.5430272,1
17,-506.68,137.11925,82.04978,36.730343,29.873186,32.23958,25.754213,17.909555,18.951225,20.316086,16.842592,9.885945,4.119749,5.2893853,4.990079,0.46345028,-0.118890874,2.916797,1.9389373,-1.8622279,-2.8851376,-1.1518118,0.743207,1.4003003,2.177744,1
18,-275.71057,300.10004,45.11559,-67.6581,-26.915867,29.590279,8.620382,-31.765322,-22.5047,10.923177,7.164174,-16.136173,-11.0397835,5.175766,4.656191,-4.498669,-2.9373076,7.7755103,11.273585,4.223892,1.4731919,6.4727435,5.036424,-3.2093072,-5.151726,1
19,-287.9708,248.10849,60.614082,-29.629723,-17.041775,17.232674,6.607467,-19.478949,-16.390797,6.2038794,5.0052066,-10.743868,-8.174853,0.7356221,1.1970598,-2.2288125,-0.9512945,5.9682374,10.741442,7.402547,3.3845751,4.687012,4.2693105,-0.44115165,-3.3990188,1
20,-362.6382,261.76697,69.10993,-41.93033,-13.3012,33.701706,21.936243,-7.597926,0.21731329,21.262892,18.951351,0.1924279,-5.3655043,8.761627,12.153234,-1.0429989,-5.4932237,2.1456022,2.0939798,-6.577773,-8.39781,-2.1420407,1.5271275,-1.0160278,-1.4988909,1
21,-399.15042,156.34753,77.30625,26.546913,22.843485,31.00084,22.142382,6.6618056,4.139249,10.962027,10.84289,2.7616751,-2.0289867,0.55133563,2.6237361,-0.08383567,-2.568465,-1.4633856,0.05936591,-0.7705727,-1.6478927,-0.43513894,0.97845167,0.613102,-0.12788558,1
22,-391.37082,235.36783,92.692055,-7.7277718,7.0180016,38.26538,27.675833,5.4750032,13.885739,28.938383,27.944683,11.823119,0.30077425,11.228214,16.165598,2.7989902,-4.224513,0.94076806,-0.71649593,-9.195716,-10.798049,-4.6135354,1.62398,2.5446196,2.7253497,1
23,-541.2291,149.98651,72.24357,17.679974,22.593235,32.59742,21.467148,10.607455,19.869965,28.290592,21.998657,7.6982656,-0.46933126,4.6487274,5.0804477,-3.281751,-4.8248158,1.1577665,0.7659935,-5.0874376,-6.216792,-2.3249485,0.45545515,-0.12684059,0.41716966,1
24,-409.1311,140.01433,51.319294,8.949599,19.140226,33.920498,21.218899,2.6064365,3.8468325,14.874384,12.087872,-0.006868423,-2.891612,0.5045767,-0.21890827,-4.3443785,-3.936023,1.1504725,3.4903393,0.58980405,-1.5015363,0.31356817,1.0602119,-0.9004967,-1.2153033,1
25,-411.69037,119.66608,37.301533,10.401511,12.247695,20.340004,11.356637,-0.61959827,0.25220257,11.125627,5.7652574,-6.649607,-4.4864116,-3.363468,-5.1586857,-2.4935842,2.0195956,6.6255097,11.585567,11.706451,7.960719,5.903756,2.9486084,-0.98441267,-2.705393,1
26,-413.02252,244.93222,73.30302,-21.026537,-7.908674,25.512922,15.055003,-9.807145,-5.6090856,13.482761,10.165935,-8.754967,-11.87977,-0.35364524,4.19477,-1.8724003,-3.84456,3.0199056,7.222219,2.5275826,-2.0474708,0.06768506,2.7147422,0.855878,-1.0965573,1
27,-340.86746,262.61188,74.372,-33.850872,-10.268844,32.328392,20.80645,-6.301301,1.7064884,21.67678,17.600563,-1.6570888,-6.180972,7.909849,11.136289,-1.1793879,-4.703515,3.8681111,5.1331687,-3.209669,-6.17667,-0.8796909,2.556076,-0.32996044,-1.5179329,1
28,-435.28455,147.49344,70.27095,23.401445,22.797056,29.303335,17.87667,3.9460425,5.5202484,12.810871,10.385476,1.8454823,-0.7572457,2.3671365,1.3185341,-3.854508,-5.118557,-1.9441779,-1.1290575,-3.4695246,-3.5878012,-0.88697636,0.06730926,-1.5965039,-2.0850036,1
29,-509.2885,76.08,57.91982,51.345093,40.013924,27.742819,17.215967,12.873332,12.512402,12.676218,7.0886145,1.84739,2.3392034,-0.8102042,-4.988145,-3.9299505,-0.75035393,0.8328581,1.916545,2.8188546,3.0670104,2.3999257,-0.114579074,-2.0129359,-1.4647307,1
30,-511.06558,40.853745,68.666626,77.42415,55.110836,30.818928,21.55046,20.133232,15.592935,10.930147,7.988902,4.9336915,0.9200234,-3.2572203,-2.596178,0.58191174,0.13357684,-1.7023025,0.16444238,2.8340356,1.9617386,0.18754874,0.39016828,1.3974502,0.6508872,1
31,-458.92465,194.60297,88.50736,11.251583,16.74915,35.608303,25.806076,8.599026,12.686878,20.608934,17.414896,4.947103,-2.6974254,6.5262566,10.516469,0.17566521,-5.161771,-0.7771596,-1.1317425,-7.326363,-8.8331,-4.3545823,0.51471686,1.4007792,1.148238,1
32,-476.74347,147.3304,95.94179,36.53429,40.72324,48.99671,38.243843,25.728174,30.456276,30.434006,26.559252,17.094378,3.5314097,9.252045,11.809341,-1.7866111,-9.620318,-7.715054,-12.549757,-19.296938,-16.83714,-9.263063,-2.6408079,0.013931364,1.8249699,1
33,-448.1095,189.60707,53.98587,-12.103322,4.115296,30.642368,18.282763,-3.3053133,1.7215053,18.380564,13.6993885,-3.5415874,-5.6879296,2.1818845,3.7744327,-0.4500527,0.09112809,6.0045238,8.009078,3.192656,0.26836228,2.5637379,3.2296915,0.016741052,-1.1309692,1
34,-450.70422,144.26965,66.549904,17.773945,18.346441,30.02201,22.958256,8.882074,8.98881,17.278727,15.085838,2.359489,-4.237819,0.47890237,4.920504,1.9445437,-1.796137,0.28390014,3.5801368,2.0144155,-1.4725777,-0.9482769,2.5398693,3.6199431,1.7839737,1
35,-382.97525,142.91367,60.62513,20.98298,14.897163,21.495192,15.554025,3.6144485,-0.6697282,4.6158614,1.7708751,-4.6509695,-2.4222145,-2.809155,-5.578438,-4.414427,-1.2343761,2.056476,5.5798197,6.4438186,4.8236384,3.5170135,0.98159045,-2.0727165,-3.0350583,1
36,-469.28284,113.48148,47.13061,28.504986,17.810709,13.99963,4.986192,-2.4704115,-3.9473543,2.3332028,-3.2034056,-9.897885,-2.5719314,-3.6622906,-8.171273,-3.5029192,3.0512526,6.692968,11.175897,12.875444,10.298797,7.794215,3.6766562,-0.74328846,-3.0876167,1
37,-333.17212,238.85135,67.72125,-37.656364,-14.257939,31.130735,25.853004,0.27244636,5.711878,24.896046,25.08895,6.723047,-3.0340297,9.875448,16.845907,5.683987,-0.80696374,5.3739915,6.7667303,-1.5363816,-6.5791993,-2.7639217,2.7884266,2.6399755,0.9553411,1
38,-445.7947,181.61444,74.46009,10.70125,10.062636,22.723246,13.087121,-0.7867741,3.7707462,15.182156,12.150548,0.71578735,-1.5355351,3.8361661,4.1492705,-0.8112004,-1.2315142,3.7534027,5.765729,2.39445,0.06631218,1.6867219,2.6566336,0.79785824,-0.34667018,1
39,-502.58838,128.70555,83.14581,34.17639,37.281693,45.59841,36.551407,23.414188,24.611942,25.687395,24.901852,17.27025,5.2714553,8.955575,12.1263485,2.8768516,-3.5048535,-2.3904095,-5.4931912,-10.826785,-10.727155,-6.429051,-0.72645485,2.7625322,4.366996,1
40,-346.20746,227.33768,55.032944,-26.165167,-9.658952,23.012619,10.230634,-15.297718,-10.4585285,11.626765,8.6712475,-9.456813,-8.092316,2.901692,5.4344153,1.3444704,1.3477979,7.7665844,11.89523,7.7511005,3.2463543,4.736455,5.241651,1.0763583,-1.8806058,1
41,-358.43692,247.06291,59.583923,-43.38652,-15.3326645,31.605314,21.891085,-7.030641,-2.1679041,18.17245,17.108702,0.13956892,-3.9362879,8.517481,11.537131,0.9317442,-2.5466676,4.1881166,4.7818513,-2.5563304,-5.1872435,-0.53748834,2.3418944,0.007494273,-0.7406477,1
42,-414.63544,121.829056,48.589638,19.193085,13.472933,17.041634,8.216165,-4.6344366,-6.7771854,3.887813,3.5020616,-4.252879,-1.8364364,0.085325085,0.9046648,3.179272,3.8067582,5.169641,10.115643,11.750838,8.117981,6.0092907,5.2695665,3.4446137,0.19599064,1
43,-400.75104,181.5529,67.21982,-6.5279274,7.720582,33.995705,25.80395,7.53633,13.680272,26.71972,24.504784,8.845468,-0.45734873,8.607045,13.4412365,4.1008453,-1.3861705,2.8261104,2.9579287,-3.422357,-6.333104,-2.388854,2.3406641,2.4871907,1.3698081,1
44,-303.20346,282.9356,58.68481,-59.347824,-41.046303,8.466287,4.778403,-19.904362,-12.714077,13.19559,10.873762,-9.376758,-9.397558,4.1999683,7.9497666,1.541035,0.49979636,9.247694,14.85537,9.287117,2.7481291,3.959012,5.1374207,0.9642991,-2.8333018,1
45,-313.99387,60.91583,42.91313,46.4031,31.658705,18.863012,9.97311,3.0086517,-3.0889573,-0.18564984,-0.57936484,-2.389437,2.0802448,-1.8714006,-4.9784236,0.0059511927,2.2412307,1.318055,5.7403555,10.537072,9.307388,6.097084,2.7204237,-0.107687995,-2.5780694,1
46,-424.82718,210.39386,75.39365,-9.704395,2.6601048,32.44752,24.165415,1.9820158,4.5901523,18.273052,17.366735,2.2704551,-5.7844625,3.8521273,9.4971485,1.5270919,-3.6644268,0.5615397,2.0390265,-3.1411266,-6.225012,-3.072697,1.2969682,1.650531,0.61783797,1
47,-347.44708,252.4601,73.83492,-29.00562,-10.9853325,26.96961,16.708223,-9.601743,-4.635326,13.954486,12.937478,-1.9250582,-4.610984,7.2608585,9.674654,-0.7996474,-4.3632836,2.1545603,3.3794055,-3.01257,-5.100523,-0.3417792,2.821341,0.56586945,-0.89662963,1
48,-326.3871,193.54254,59.379562,-22.18588,-5.2364736,30.067669,25.608915,3.182021,3.7387562,17.591633,20.009384,8.622669,1.4695895,8.588756,11.6244955,3.0641994,-1.6304874,2.4952333,3.4692297,-1.7813439,-4.5643263,-1.5583627,1.7944579,0.8763012,-0.34371737,1
49,-372.8263,166.50421,62.18156,11.6317,9.134743,20.318434,13.104457,-0.44234213,-2.146381,5.5754013,1.4472771,-6.955526,-3.7194378,-2.3564982,-6.2834067,-7.33154,-3.7379584,1.2705553,4.7185335,4.6442904,3.7463,4.113945,1.5014265,-2.8706644,-4.060417,1
50,-355.1584,117.88651,48.422077,27.570967,11.103167,11.576774,10.264475,0.6329932,-11.505683,-8.888525,-10.976984,-15.115332,-7.579216,-10.331318,-12.250431,-3.4789088,1.9765246,3.7077746,11.664973,16.829937,12.0246,6.2814107,2.2433882,-1.1473196,-5.065771,1
51,-299.32254,311.4802,88.20833,-48.85454,-14.989951,40.221745,26.226835,-6.6396017,5.5401,29.421162,26.659254,5.3743057,-3.1726432,13.016154,15.561254,-2.8595388,-8.281922,2.004173,0.45386773,-11.480134,-12.947527,-4.3495235,0.47433284,-2.0324607,-1.0000912,1
52,-326.8418,245.87192,49.03512,-46.091232,-27.521923,13.208415,4.159574,-21.237438,-14.436654,11.736954,10.816022,-7.8209715,-6.7888646,4.7112236,7.6675143,3.2966433,3.0391355,10.037559,14.966616,10.419464,4.735126,5.62643,6.12611,1.8922701,-1.5498856,1
53,-464.65524,82.17322,77.10108,56.025875,38.24505,26.421074,21.171207,19.409988,20.492184,21.517467,21.135572,14.608073,5.0524926,4.4563456,8.719981,7.5462494,2.8019805,0.9244891,1.68551,1.1954736,-1.0569843,-1.4458054,2.14219,5.060811,3.8900988,1
54,-392.15964,157.73203,80.428474,24.569784,20.230417,29.461014,24.51091,14.29227,15.144222,19.511993,15.8241205,5.933141,-0.02587692,2.8860586,4.1841254,-0.18220204,-2.288495,0.26408517,1.0476642,-1.2184031,-2.3041737,-0.7090611,0.9893233,0.8335339,0.7379086,1
55,-406.11813,240.72678,72.624596,-31.442083,-3.890685,37.226585,24.11908,-0.99205846,11.400173,30.973347,27.122587,7.5129037,-1.5490358,12.056262,15.182372,-0.48162144,-6.2621527,1.4258142,-0.012752995,-9.875374,-10.9524555,-3.5230083,1.2859725,-0.2376913,0.19724771,1
56,-270.67346,204.58101,56.020668,-12.725012,-3.7907546,22.855793,13.256534,-11.275632,-14.417514,1.0659643,-0.78649443,-13.843553,-10.930198,-3.8422668,-2.768934,-4.592798,-4.290141,0.29352763,5.5641346,5.071632,2.2817965,3.3399456,2.852826,-1.5487487,-4.8999176,1
57,-374.7768,225.25697,49.909363,-33.57435,-20.18596,12.435628,1.6854703,-23.375854,-19.951975,3.0964527,3.8854551,-10.089567,-6.8354177,2.2616503,3.2375202,-0.35034975,-0.1994633,5.9151597,11.424754,9.421761,5.415282,5.8470397,5.0141516,0.6695981,-2.3203204,1
58,-452.2093,140.92297,54.985325,16.149633,18.109325,26.08271,15.102177,1.6812005,3.0774245,11.916375,6.8412037,-3.7118185,-3.0756574,-1.578452,-4.3929896,-5.720055,-2.5279815,2.153802,4.314244,2.9632275,1.9980543,3.0522735,1.160783,-2.6986485,-3.2555954,1
59,-307.41153,232.59029,57.615345,-32.654896,-16.632195,21.190512,13.342,-12.915647,-10.725526,10.50141,9.89795,-7.9158773,-9.604254,2.4715512,8.660173,4.0543957,0.50982976,5.211525,9.93964,6.29604,0.73871315,1.947643,4.4722786,2.0170078,-1.7929608,1
60,-407.75388,66.97087,66.17598,65.9277,39.371777,19.49705,15.891851,16.563335,10.37672,6.024159,1.0899166,-2.19512,-0.45128688,-4.2665873,-5.2505627,0.53217065,2.9140131,2.5093575,6.9174128,10.867367,8.121998,4.109998,2.4009984,1.8718975,-0.27359286,1
61,-429.9208,196.4686,85.292435,11.945253,15.291182,31.15118,19.597876,2.9904795,8.074138,18.269371,15.658815,4.277658,-1.0540702,4.559325,4.6642356,-3.6585524,-5.334537,-0.11771124,-0.39845994,-5.532617,-5.913262,-1.9982617,0.0700063,-0.9246993,-0.14822522,1
62,-446.57547,194.72531,88.906456,19.431017,17.9317,29.443869,18.815256,4.652158,9.231837,16.867126,10.3398,-3.0497348,-6.0161576,2.608152,4.79246,-2.3619332,-4.9926486,-0.28590822,1.1520511,-2.912111,-4.6980767,-1.9001746,0.62631273,-0.25903365,-1.2510082,1
63,-514.0006,114.285995,63.903282,30.811348,32.353977,34.241596,22.641932,14.120646,20.016691,24.505035,17.45849,6.3223763,1.3301135,3.607755,1.9101098,-4.1371517,-4.229765,0.21266626,-0.07278314,-3.8794942,-3.8931613,-0.6076614,0.5740838,-0.8779184,-0.34221503,1
64,-323.50473,233.24266,58.225853,-29.9583,-18.10086,17.24229,10.351665,-13.596769,-12.759915,6.9546175,7.0163956,-6.7896724,-5.8546767,1.6340718,2.203607,-1.5657381,-0.8619899,5.8779025,10.910288,8.046155,3.85092,4.4782586,4.145101,-0.1672323,-2.9867315,1
65,-379.85,196.58328,91.03017,14.152922,12.221788,29.883457,25.697582,10.290486,9.343243,14.747031,13.372864,4.132206,-2.6139622,2.9417918,5.7395825,-1.3413392,-5.5150228,-2.239991,-1.370054,-5.045094,-6.6679344,-4.049765,-0.6159641,-0.118924715,-0.7174246,1
66,-387.70792,195.86346,69.292625,-6.0547543,-0.5463532,23.361998,17.65636,0.84091663,4.140859,17.603855,15.829345,1.6495943,-3.678168,3.1805978,6.32301,1.0475633,-1.4000424,3.331406,5.9758754,1.9555193,-1.8658428,-0.39886093,2.0200188,0.88001275,-0.91977835,1
67,-356.77118,131.3055,73.270294,34.109497,31.576683,36.828552,27.16806,12.48161,10.108161,15.50902,15.3216715,7.283107,1.1226994,3.0039253,5.2066474,2.0280504,-1.6971213,-1.5977694,-0.6379838,-1.4189618,-2.0373971,-0.6609995,1.2903224,1.4557056,0.8139584,1
68,-459.73782,194.09464,71.219215,-0.5587268,5.913511,26.532104,17.280231,-0.25603822,3.6319084,15.238992,10.7594,-3.2554758,-5.8789835,2.2507179,3.9930983,-2.830556,-4.423101,1.9716618,5.063873,0.7972868,-2.6083388,-0.5290309,2.1915672,1.1934441,-0.5467968,1
69,-466.1151,101.15596,72.45333,47.152733,31.381351,25.682207,22.659271,17.878344,12.912156,10.09081,6.650662,1.7015387,-1.5372217,-2.6698213,-2.0992575,-1.9877616,-2.9446707,-2.5094552,0.33351886,2.008379,0.6613927,-0.51130295,0.1141645,0.80029964,-0.083194956,1
70,-411.4942,74.685,65.08056,57.05753,32.91394,20.728899,20.40074,15.729039,2.085529,-3.2363741,-1.9091324,-0.07020684,0.7559527,-4.052224,-3.7026355,2.301029,2.4521775,-0.25579834,3.8406887,8.757599,6.355007,2.2350194,1.7585179,2.8828635,0.558068,1
71,-418.2125,177.77931,84.953575,10.194375,14.317382,34.09987,28.899418,14.151728,17.728209,26.313597,25.974947,13.098314,0.21265286,7.252525,13.78558,5.3216276,-1.5966016,1.04671,0.84070504,-5.089191,-8.374232,-5.677439,0.10498409,2.6312435,2.4443924,1
72,-235.06224,227.77722,28.677202,-36.766193,-24.134634,6.954935,-6.329596,-35.28355,-38.371284,-13.402045,-15.562331,-28.798624,-12.856887,-7.4939046,-13.269424,-8.937843,0.073748216,8.10793,17.322226,19.519247,15.640406,13.258501,5.56666,-4.8443737,-9.106148,0
73,-420.87244,132.11221,54.571705,24.58283,18.873411,19.810911,8.546129,-4.0496354,-5.746029,2.2838192,0.06362584,-5.3560014,-0.56482565,-1.9535509,-7.477831,-6.8304677,-2.689083,0.47126606,3.4292965,4.7768755,4.7230115,4.399422,0.88702077,-3.3157313,-4.1569123,1
74,-428.07242,134.08168,61.339874,21.210604,25.622362,35.839504,25.469173,10.211201,9.863245,16.681494,12.857327,1.2889605,-2.6133883,1.5164571,3.0111098,-0.64047956,-2.2084336,0.97337675,3.156691,0.87620825,-1.7011193,-0.766408,0.7936803,0.18155482,-0.81164736,1
75,-448.42453,186.12569,57.644173,-15.515985,4.1074834,34.35664,23.294409,1.1702747,7.3278484,24.500895,23.262749,7.145918,-0.39432532,7.911556,10.834341,2.6276896,-0.045094524,6.3242583,7.492467,0.6347495,-3.150693,0.33529696,3.861382,2.6081028,1.4454049,1
76,-352.58008,194.50122,58.448376,-15.298656,-13.221486,11.921892,8.655276,-8.903664,-8.304671,8.245475,9.058342,-3.83249,-5.831112,1.4953353,6.5291677,5.102263,2.5136454,5.5219564,10.740515,9.589171,4.393187,3.4938967,4.897104,3.1774669,-0.73445874,1
77,-278.49866,290.841,72.022865,-44.657528,-22.547222,24.58356,13.212305,-18.669214,-14.194155,9.543255,8.920393,-7.833037,-7.4010134,5.883594,7.693449,-1.6396941,-3.8716729,3.3636308,5.905139,0.3679505,-2.0784073,1.8330518,2.60405,-1.8065158,-3.4096003,1
78,-299.05545,248.43953,72.504364,-22.133213,-4.449791,31.387049,19.30401,-7.684348,-4.1249957,14.527476,12.573928,-3.140886,-4.938558,4.3263183,4.820156,-2.939267,-3.8402436,2.5885923,3.9998798,-1.0469426,-2.305709,1.7442533,2.0953357,-2.0347338,-2.7500048,1
79,-295.63144,302.69635,65.4651,-65.21639,-40.453835,15.75344,10.461296,-19.526068,-12.148131,15.688997,16.142189,-4.5797734,-7.9875717,7.701618,14.084403,5.072233,1.3263547,9.228448,13.022503,5.616605,-0.6637589,1.9763361,5.1350074,2.3707426,-0.6750578,1
80,-438.11505,132.8748,94.65739,54.229164,42.856213,39.531178,31.305286,21.212656,17.195538,14.083793,11.974279,8.735508,2.52699,1.3428471,-0.40321523,-5.5333476,-7.380001,-6.1291695,-7.502261,-8.938662,-6.6032243,-3.3666961,-1.668178,-1.2990223,-0.26593098,1
81,-403.84293,161.32285,48.861614,-8.074929,4.2945333,28.011526,19.537836,0.05476328,0.9320837,14.589527,13.766714,1.22058,-2.2657237,2.6725006,4.246659,0.48052952,-0.6646366,3.301482,5.6745415,2.7535334,5.5690733e-05,1.3991603,2.4957712,0.36312413,-1.282874,1
82,-280.3002,246.70691,54.13789,-38.386204,-20.9873,18.552435,8.8594475,-18.648209,-15.979079,6.422603,3.9297206,-14.042251,-11.4073925,0.649517,3.1622593,-1.6280912,-1.9400433,5.606323,11.666187,8.061587,2.8541589,4.1100636,4.6568832,0.0016749352,-3.8925416,1
83,-451.17737,201.05951,92.233116,5.3006277,17.89048,42.965397,33.17405,14.530968,21.474136,30.919193,29.495794,16.041569,2.9058654,11.8019705,16.187891,2.7258012,-4.1526513,0.6017447,-2.3267074,-11.3993435,-12.620339,-6.8846908,-0.6047187,1.3502291,2.84584,1
84,-473.55664,170.21169,37.1327,-6.243849,1.0981445,15.319471,-2.212727,-24.652954,-22.901627,-2.6892755,-5.3093123,-18.00509,-9.295775,-4.1924386,-6.816492,-4.7635026,0.66691387,6.4409647,12.448571,13.011942,9.890059,9.124624,5.254101,-1.1520712,-4.132246,1
85,-401.54932,114.2255,61.380238,35.70081,16.557087,11.061862,7.136811,0.5605179,-5.4813943,-2.8163478,-3.4422207,-5.81671,-1.5936205,-2.981917,-4.572788,-1.0772065,0.62285626,1.1819427,6.1691957,9.724719,7.6288815,4.758587,2.6003234,0.40909123,-2.4507864,1
86,-281.711,194.09879,56.174126,-17.217348,-12.615086,16.787487,16.409176,-3.0774462,-8.545671,3.406226,4.573319,-4.828899,-4.5741386,1.0857196,3.440974,1.7714666,0.460419,4.19566,9.442782,8.451108,3.6127944,2.411745,2.866607,0.6117698,-2.8374927,1
87,-426.4349,138.15385,71.06813,27.461605,24.546673,31.759253,24.49682,11.840655,9.178632,12.553771,10.153496,2.7541244,-0.6027252,2.4502392,4.055484,1.1102397,-1.2817868,-0.0452429,1.0940963,-0.22208297,-1.5884366,-0.83909106,1.1409284,2.0348604,1.5405757,1
88,-416.23383,151.09789,58.286457,21.301636,19.865362,22.837574,6.135279,-10.780567,-9.627364,2.6249287,0.44313234,-7.682616,-2.934525,-0.80812055,-4.468593,-4.9383183,-1.7470835,1.6415826,4.0430098,4.0177217,3.9386458,4.912681,2.243645,-2.3663433,-3.4074128,1
89,-509.6102,107.21605,41.55456,16.144361,17.998669,23.167717,12.452548,-0.662804,-0.99714625,7.8276663,5.4413137,-3.0238907,-2.5244906,-0.94037724,-1.7656173,-1.2690437,0.9269158,4.3377743,7.389312,6.7837634,4.38701,4.0502114,3.4267,1.300864,-0.23728172,1
90,-473.4653,139.63763,76.57099,29.022438,31.70299,39.83894,29.030773,15.604598,17.970396,22.924194,19.97468,9.400862,0.8698903,3.8553267,4.9468656,-1.9949437,-4.919373,-1.6730062,-2.1519666,-6.148777,-6.611273,-3.4034894,-0.5299404,-0.092047095,0.792473,1
91,-263.4008,282.2912,49.836304,-62.237984,-32.755943,19.7544,8.30582,-23.802862,-16.069937,13.131022,10.688382,-11.527099,-10.350646,4.1359625,6.628218,-0.86571413,-0.887243,8.770644,13.59705,7.110643,1.7431508,4.5094085,5.0547895,-0.6191018,-3.6675024,1
