,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Target
10,-385.7939,161.45424,50.383923,-7.904869,7.210167,31.577213,21.455746,1.2391181,4.512082,19.849615,19.001833,4.3161216,-1.9138861,3.889292,6.561772,1.3780881,-1.1992027,2.9353487,5.4252176,1.904041,-1.2628195,0.48948964,2.9316642,2.1081445,0.6988471,2
11,-394.43362,228.59981,65.179405,-21.696009,-3.1786005,28.814108,14.783786,-10.148506,-3.8725195,14.236685,10.581456,-4.428342,-3.5141492,8.167059,8.101474,-2.032325,-3.6606352,3.9417028,5.7198663,-0.502156,-2.8597412,1.3423169,2.881473,-0.6849078,-1.9139699,2
12,-404.77362,159.38686,62.21955,4.1956415,6.9007583,24.029587,18.695389,4.48725,6.1766267,17.312557,16.806578,5.1223063,-0.48488617,4.120357,6.939275,2.811651,0.30080134,4.4460654,8.020865,4.6346774,-0.8483595,-1.0779814,2.5474086,3.8369126,1.8281406,2
13,-366.56097,140.3441,60.35576,10.836386,10.687853,25.129694,22.976748,11.013124,8.577899,14.121226,12.853598,3.5487375,-1.2081971,3.3900728,8.29361,6.560379,2.768902,2.9693756,4.9427843,3.749655,0.48591998,-0.3102197,1.5130002,2.0891976,0.326574,2
14,-460.047,207.92589,55.438625,-22.922329,-1.5619807,30.553057,17.033737,-6.151561,2.6253703,22.635729,18.006195,-1.5914621,-5.9369044,3.8973482,5.8636336,-1.5805438,-2.1303892,5.7024612,7.8382792,1.3303361,-2.3913083,0.8330466,2.974642,0.574242,-0.35354596,1
15,-425.28946,171.67903,58.208252,-3.4540148,5.773274,25.920399,16.765865,0.74519557,6.540109,20.726812,17.434029,2.364465,-1.8765981,5.9196305,8.978058,3.2620113,0.53208077,4.960933,7.435751,3.3731725,-0.36776963,1.2305027,3.7619698,2.69035,0.62223613,2
16,-396.45654,177.81242,61.77076,-1.5936571,10.279618,32.53388,19.742418,-3.8211062,-3.0224059,12.162452,13.458431,2.01786,-1.1541896,6.6067376,9.752283,3.9978971,0.86506754,5.0947876,7.8364124,3.919077,-0.12731107,1.1607254,3.7945533,3.0587463,1.1239465,2
17,-496.46332,229.49063,48.075058,-30.1426,13.274735,51.644535,20.407578,-17.487076,-5.072748,22.405588,16.032785,-6.367143,-5.7595634,9.432197,8.886968,-3.5095458,-4.004522,5.5882783,6.1220856,-1.7434918,-2.3951278,3.9620488,4.286207,-1.4087037,-2.01957,2
18,-328.85388,179.61592,71.05634,2.3467512,2.0198717,22.982666,22.240473,8.069508,5.1504397,11.471016,10.110181,1.0492084,-2.187111,2.6959956,5.297325,1.9211733,0.046149377,3.4734461,6.198113,3.540645,-0.5840724,-1.1065451,0.7211197,1.1602691,0.21354274,2
19,-380.02057,151.52464,60.33565,4.2127895,6.2341967,25.500338,25.148832,12.859084,10.644729,16.527071,14.557481,4.7090507,0.8093899,5.945001,9.006814,4.483956,0.07149581,2.13756,5.882585,4.8530383,1.2411835,0.62567264,2.552764,2.7103684,0.85035574,2
20,-375.39227,152.32443,63.157776,8.835132,11.085847,27.994507,23.550207,7.690328,4.7190843,13.044997,14.363996,5.8559556,1.2588459,5.6362147,8.879171,4.8708854,0.81096834,3.2427604,7.1405573,5.251802,-0.049189977,-1.4760535,1.5831673,3.5296092,2.217573,2
21,-432.45566,183.16173,63.351837,0.6625685,13.067869,33.419495,18.21594,-5.3798122,-2.4895353,14.074546,14.78736,2.4526575,-0.83823496,6.6800814,8.990636,3.0065153,0.7954455,5.682116,7.861317,3.2518995,-0.4829235,1.5537387,4.3247557,3.2567914,1.2167532,2
22,-559.3622,35.35122,-13.119021,-3.854262,-10.170296,-2.961954,-8.500693,0.07070437,-6.701177,-0.19990018,-6.8028793,0.71333146,-5.390546,1.7639292,-4.2359776,2.0433612,-3.8468115,2.0970216,-3.5962079,1.2344238,-3.4009016,0.8839372,-2.8118935,1.836731,-1.5479612,0
23,-344.97244,167.95699,65.78698,5.9691358,8.352635,21.311766,11.160301,-1.2245463,6.8993974,19.613482,13.96651,-1.3230194,-4.1959076,4.212993,6.3310657,-0.65887046,-3.7679493,1.2128279,4.6564064,1.751578,-0.86100113,1.0671237,2.7552433,0.85578984,-0.59990907,2
24,-473.44598,89.36875,78.51716,63.841328,48.756607,35.776306,25.925587,18.938044,13.888577,9.8344555,6.1909194,2.804582,-0.16331391,-2.4334066,-3.8125782,-4.3210597,-4.1739,-3.6538963,-2.992899,-2.3340032,-1.7553679,-1.3012666,-0.98457426,-0.7622587,-0.5240724,1
25,-285.97522,151.23308,44.022144,-11.129599,4.273017,26.293566,13.212519,-9.569557,-9.127472,4.0243177,4.853158,-3.4961514,-3.06903,5.0945473,6.559667,0.4404402,-1.8239688,1.8759083,2.808298,-1.3584579,-3.5035806,-0.6933081,1.8306328,0.98881483,-0.0028202638,2
26,-450.11514,218.58145,44.96238,-33.69591,4.025044,43.285862,19.668652,-14.651062,-6.4740214,16.736147,11.834638,-7.054014,-5.7477937,8.54872,8.227112,-3.7047536,-4.8507686,4.2348638,5.391934,-2.1009219,-3.3987715,2.7316277,3.8394582,-1.5402006,-2.7062964,2
27,-417.10147,172.40771,56.637707,-6.473843,5.9129534,29.172136,17.614685,-4.8631864,-3.1799006,12.723338,14.4105425,2.9872732,-0.21011424,7.7101417,10.826472,4.4027085,0.28280997,3.9888833,6.809589,2.9955282,-1.2026523,0.0065923356,2.7764525,2.0933588,0.172397,2
28,-418.38007,152.28253,50.05103,-2.9261494,12.24983,35.809204,25.660667,4.0689826,4.3017254,18.011248,18.37041,5.2841935,-0.97933674,4.5129075,8.324085,4.6774845,2.0946903,4.930039,6.4031916,2.571879,-0.75747705,0.93142474,3.6277664,3.0317185,1.6340176,1
29,-522.86896,81.40974,-4.572029,12.049652,-3.3839438,3.8645618,-5.4449015,0.1151103,-4.1473584,1.5036591,-3.0795496,1.7676105,-3.0732572,1.4438064,-3.3560889,0.7010317,-3.926445,0.08831683,-3.18289,1.0058042,-3.0397704,0.91700494,-2.855451,0.9493405,-2.8017097,0
30,-399.39755,195.46603,62.206646,-11.027524,1.994378,28.250246,16.805279,-5.593388,-1.6699647,15.513938,15.183613,1.0329762,-2.8406913,5.311256,7.87037,1.2665504,-1.3641814,3.9684055,6.774456,2.3342223,-1.3293319,1.0199186,4.0073304,2.8030386,0.6310323,2
31,-475.9501,214.8967,59.41304,-21.531918,-1.4623648,29.563683,15.264189,-7.818961,1.2381048,20.820171,15.887141,-2.7764108,-5.868214,3.8320918,4.5527735,-3.621079,-4.1745677,3.3143568,4.9977946,-0.6617478,-2.5456464,1.2720668,2.0754313,-1.4490197,-1.6392486,1
32,-404.0331,173.73337,62.21941,-0.7602058,7.288323,27.453163,17.603935,-1.1968691,1.5735075,15.334234,14.277824,1.2616729,-2.6618445,4.892993,8.165223,2.3080518,-1.5062729,2.0842366,5.0515175,2.0234327,-1.3472855,0.094684355,2.6802523,1.8471773,-0.23697829,2
33,-317.35577,184.25215,60.393887,-6.5633564,4.5882587,26.494564,15.699418,-1.3430611,6.188619,21.90363,18.181595,2.767591,-0.745141,6.593865,7.1090436,-0.7256947,-3.6481538,1.0105742,3.5561378,1.2441751,0.7335338,3.168284,2.552262,-1.4941313,-2.699501,2
34,-373.2437,147.42844,57.07957,6.037101,12.753573,29.376942,20.977839,4.693641,6.7214937,18.881021,18.09844,4.844398,-2.1535246,2.3019834,6.0088162,2.7357056,-0.08384425,2.4270823,4.505557,1.6315908,-1.5356076,-0.16273363,2.6475496,2.1927319,0.018575331,2
35,-331.39508,147.52408,59.733097,8.942034,13.375912,28.987532,22.17684,7.065308,7.537605,17.476599,17.008238,6.2278976,0.5834004,3.960546,6.234379,3.088758,1.1452452,3.6547058,5.0875216,2.1379657,-0.6624126,0.45306683,2.522796,2.0966022,0.86075264,2
36,-361.9149,185.64592,72.757225,5.257019,9.589514,31.499943,26.130304,7.1257877,3.1758897,9.896984,6.9796314,-4.1257463,-6.5958056,1.1008446,4.951769,0.36375675,-2.741369,0.9100352,4.228964,1.7231482,-1.7949668,-0.86185706,1.9137424,1.8222288,-0.12632151,1
37,-443.55447,179.45653,60.822815,-2.8395643,10.001246,32.14488,19.390343,-1.5944835,2.712457,18.493567,17.269888,3.546309,-0.19418818,6.907424,8.320674,1.381842,-1.3893764,3.2594576,5.2822595,0.7592249,-2.3528683,0.5627206,3.9454877,3.2220044,1.6024846,2
38,-346.70667,244.45969,68.236176,-27.528755,-9.572908,27.197008,15.698576,-11.518014,-7.7943335,11.9482155,12.042166,-2.0223198,-3.4001372,6.879623,8.411929,0.24544472,-1.7622336,4.2717824,5.791727,0.50797033,-1.4866059,2.2888172,3.7216206,0.35890663,-1.3258643,1
39,-349.56464,174.7061,51.87142,-9.959214,9.254863,35.268353,21.84564,-0.71701777,2.466551,15.538823,11.050611,-2.2140584,-1.7657099,7.9586496,8.155428,-0.009280468,-1.5595261,3.6633227,3.514716,-2.4051077,-3.3767781,1.5051063,2.5755808,-1.6846384,-2.5490592,2
40,-406.25156,214.62123,45.088352,-32.72937,1.2774408,38.093197,18.460443,-8.075031,4.776752,27.295866,19.847055,-0.55564415,-0.92476666,9.88012,5.867351,-7.213063,-6.952356,4.0910697,6.721432,0.20347379,-1.3704271,2.6908488,1.7942915,-2.955425,-1.4509631,2
41,-401.0858,170.20691,67.91296,9.644229,15.139297,29.850777,15.947149,-5.038062,-2.7894833,12.844443,15.229088,4.3201327,-0.2622795,5.8038883,8.9241705,3.8475223,0.36017886,3.813509,6.8138375,3.6542325,-0.48637238,0.28412634,3.2220216,3.2719924,1.4690976,2
42,-386.7157,182.77582,42.978436,-21.515757,7.9224596,40.83938,24.350979,-2.5777824,2.000154,18.204172,13.271405,-1.6931863,-0.338425,10.996485,10.124534,-0.43402594,-2.5176208,3.7864316,4.3170114,-1.2936327,-1.6054243,3.2934878,3.1434035,-1.7335876,-1.2934018,2
43,-501.80774,54.67401,-4.7134,-5.15039,-10.611847,2.904173,0.7771899,-0.06141999,-9.889502,-3.7488441,-2.3347428,-0.40851393,-3.2000656,-1.3526534,-2.9927638,-2.5791457,-3.0225494,-0.22008052,-1.7795658,-0.553557,-1.5999347,0.9217005,-0.18340491,1.0419225,0.020522796,0
44,-271.37827,260.14746,71.90648,-28.39666,-7.5287805,31.008472,17.26202,-11.660653,-7.094338,12.629654,10.739804,-4.050089,-3.916975,6.716117,6.0643806,-3.676275,-4.791434,2.137451,2.7602007,-3.077119,-3.625038,1.4828786,2.2366626,-1.8990105,-2.2951572,1
45,-408.7395,200.28467,57.807003,-17.544037,0.36242232,31.964727,21.807543,-2.1852798,0.055116512,16.112867,14.8347845,0.6188542,-2.1248443,6.8185325,8.504562,0.2680232,-3.1640613,2.1990416,4.9554806,0.3739145,-3.0531836,-0.42175937,2.334161,0.80375737,-1.0023787,2
46,-530.6467,60.786606,-23.651714,5.8874507,-5.440627,-0.91543514,-10.565859,-2.1362922,-7.178317,-4.204742,-7.745041,-0.24278824,-3.5071442,-0.31270984,-2.257342,1.3836803,-4.0360723,-0.24354428,-1.8775262,0.6971212,-2.4713178,1.1724219,-2.266272,1.0577692,-1.6320282,0
47,-475.0873,90.618546,77.676346,61.106747,44.951683,32.1277,23.669855,18.672146,15.391964,12.35154,8.889522,5.0436006,1.2168428,-2.039622,-4.3074026,-5.447841,-5.5667224,-4.9477077,-3.9439719,-2.867976,-1.9049522,-1.130497,-0.5949973,-0.3185194,-0.2250289,1
48,-481.44586,79.32031,69.91484,57.42947,44.777485,34.07339,26.245876,20.971554,17.172606,13.832558,10.450691,7.021166,3.8563604,1.365811,-0.18984106,-0.8370404,-0.849795,-0.59431607,-0.36131388,-0.27330253,-0.2904896,-0.29100066,-0.18178123,0.05031675,0.39754394,1
49,-481.81332,78.76606,67.67603,53.878277,39.98273,28.828228,21.357708,17.07646,14.470429,12.208716,9.560696,6.4913473,3.3714256,0.7745121,-0.9172853,-1.6350926,-1.6375782,-1.2461439,-0.764835,-0.32681146,0.05491588,0.45213687,0.8356773,1.1115725,1.1930796,1
50,-363.41846,214.6926,71.27393,-11.221397,-2.913806,24.421236,17.006453,-2.9607947,-0.5954911,12.876187,10.181542,-3.7802353,-6.5523314,2.0646532,4.7798433,-1.224205,-3.2248144,2.181261,5.12621,1.7105349,-0.70273304,1.7689021,3.7970815,1.9337244,0.029692292,2
51,-346.76614,157.45267,47.51304,-7.3847404,11.735292,37.290237,24.547499,0.07795577,-0.3435329,12.793517,12.096668,0.3019026,-2.1361601,5.3684783,7.2098484,1.3120853,-0.19964893,5.038659,6.6066265,1.2216821,-2.364012,0.21697703,2.6606889,0.89025784,-0.47559804,2
52,-326.49316,162.0345,66.502785,4.535091,1.2827839,16.530542,13.43946,-0.039660897,-1.3173779,7.559259,9.110821,0.9029916,-4.140731,-0.8135233,2.7666938,1.1820107,-0.8824786,0.8407874,3.011479,1.735557,-0.73056734,-0.586985,1.309463,1.9252073,1.2749796,2
53,-386.41486,178.27103,45.813557,-16.34697,9.993003,39.066597,21.803387,-3.4545462,2.7839227,19.916527,15.7743635,0.86663884,0.40346614,8.921972,6.823864,-2.101586,-1.1097933,7.467206,8.480136,1.7482169,-0.7559335,1.8583518,0.7974571,-2.9154596,-0.43962988,2
54,-446.02524,196.89265,64.75253,-5.214937,9.284216,32.014854,15.803556,-6.597015,1.2575917,19.77381,15.567757,-3.246291,-8.317509,0.96947145,4.2624464,-1.8325053,-3.074258,3.5298731,6.294346,1.5673367,-1.4221066,1.3880353,3.3150842,1.0292256,-0.11664708,2
55,-437.0993,191.66911,61.826088,-6.675686,9.493685,35.63944,22.715477,-0.11675753,3.6242394,18.792595,15.415828,-0.0700538,-3.2737138,5.219003,6.89311,-0.21681415,-2.2370734,3.3423238,5.287662,0.4166054,-2.2081141,1.2184205,3.875693,1.9513137,0.29653805,2
56,-419.64505,192.19751,63.38592,-3.8665605,10.619533,33.208088,18.226023,-2.799403,4.9925814,22.521318,17.894293,-0.41468233,-4.9608493,4.1904616,7.0024343,0.75791633,-0.27354887,6.1694937,7.849674,1.6295854,-2.1298957,0.97295064,3.3102753,0.6165533,-1.3796996,2
57,-509.9808,93.78982,9.232249,33.37214,10.67618,17.70477,1.3016971,8.118607,0.27219328,5.178668,-0.23778439,2.6783879,-2.707004,0.026092097,-2.7583756,-1.6017301,-6.0827107,-2.5060678,-4.20522,-3.068877,-4.654381,-1.8451513,-6.2215157,-2.9890506,-4.008639,2
58,-354.7815,212.8977,80.830734,1.0384105,3.530555,25.534899,17.952536,-0.9096837,0.55629694,13.033343,11.112201,-2.007633,-5.2775145,2.9724944,6.4356747,0.663017,-2.7203186,1.1997045,3.8840652,0.444759,-2.7006621,-0.63895243,2.132818,0.9977712,-1.1905414,1
59,-363.6042,191.56967,55.80343,-14.492767,3.0433564,29.849874,17.50616,-1.8092517,6.73687,23.21425,17.45116,0.43962988,-1.8995497,6.4774046,5.739939,-2.469977,-2.0707095,6.247869,7.9479766,1.3918228,-1.6927303,1.471273,2.171476,-1.6252435,-2.3024147,1
60,-342.02155,150.14937,60.95298,4.8102937,3.619115,17.16355,11.834986,-1.1751356,0.26027936,10.591516,10.528075,-0.05618364,-5.07751,0.3821452,5.183564,2.6085944,-0.71436083,1.3862809,4.8616056,4.26702,1.9135903,2.4078846,4.485897,4.1454697,1.8098979,2
61,-452.06454,192.60968,47.136494,-19.40215,12.420981,45.468918,23.82269,-8.31477,-3.3774881,16.903141,13.743269,-3.7965758,-5.7307816,5.285836,6.616432,-1.6855012,-2.3421376,4.942787,5.519946,-1.7156054,-4.0602493,0.7661324,2.4667025,-1.405517,-2.2081702,2
62,-414.59576,170.73576,65.18039,3.8444793,9.110152,26.931543,17.672869,0.053546466,2.222703,14.820815,14.177568,2.627565,-0.8540256,5.7852964,8.2731495,2.668728,-0.29460457,4.0892363,7.386591,3.7720866,-1.0702395,-0.8727684,1.8673984,2.275852,1.1398566,2
63,-449.47504,65.09853,-18.179733,10.582741,-10.147495,0.65081954,-12.777777,-3.5233915,-7.1830087,0.9100354,-6.3923383,-1.215347,-5.0354247,0.51010454,-6.1778274,-2.1052935,-5.3806314,0.69178015,-4.9117546,-1.5932589,-4.305426,1.6500624,-1.8126469,1.640911,-2.723442,0
64,-334.9019,204.45633,72.87205,-6.1404037,-2.6125755,20.773823,14.34945,-4.303422,-3.1374102,9.995723,10.17111,-1.0412714,-4.375578,2.259111,4.5776525,-0.9418637,-3.7518153,-0.04756375,2.0322895,-1.4893558,-4.3463893,-2.4139178,-0.1406986,-1.3128687,-2.856434,2
65,-585.22626,116.06322,-3.388773,5.1311774,6.249444,9.8663845,-0.23000732,7.8796387,3.9571981,6.569831,-2.1444051,-1.2875882,-4.5157485,3.686115,1.2655642,2.1100545,-5.7342024,-2.2243338,-6.547167,-3.5437686,-7.241206,-3.878742,-6.2220964,-2.7937036,-6.2259474,2
66,-327.27,192.10703,54.600323,-17.232704,-0.021573633,27.77348,17.358862,-0.33766565,8.303919,23.59266,16.715147,-0.4838546,-2.2620957,7.0626254,7.397862,-0.6200352,-2.229771,2.5383153,2.1612132,-2.9615583,-2.7078154,2.4399092,2.7063456,-2.3904438,-3.821741,2
67,-379.36807,201.54407,76.426796,0.28173596,1.4067167,20.328732,11.23207,-6.9847302,-3.3933673,12.051713,12.764206,0.65391135,-2.9693832,5.120581,9.23059,3.901183,0.12233575,3.6785321,6.724025,3.6020176,-0.1063766,1.0835404,3.6667666,2.8282025,0.49352264,1
68,-362.1453,155.90543,47.66689,-6.0299377,12.005359,35.79115,22.83099,0.014192983,2.009448,17.124168,17.086472,4.283252,-0.03661695,6.0396895,7.4457316,1.4462941,-0.5380653,4.2643294,6.2973647,2.0003257,-1.1981844,0.6248976,2.2420442,0.5208122,-0.37727737,2
69,-277.96622,151.56143,8.42459,-14.3263855,-22.455692,-10.907572,-17.406734,-36.23514,-47.56466,-27.983871,-28.465586,-35.975166,-14.633374,-15.454215,-20.386,-4.6231384,7.1033206,10.958125,25.054419,34.33299,27.462826,18.392834,8.285599,-1.5903025,-9.044542,0
70,-335.83676,157.48164,55.844883,0.5907004,11.699337,32.738823,23.892506,5.3983603,6.6961937,18.70604,17.529903,5.1525884,0.20426053,5.038906,6.5414343,1.3084906,-1.1602782,2.5867004,5.1748343,2.733806,0.20482369,0.7670958,1.1109573,-0.5408676,-0.85860306,2
71,-453.16302,173.979,56.02196,-6.1436844,8.93219,33.259495,21.8438,1.34943,5.559624,20.381897,17.22306,1.606171,-2.784403,4.7155037,6.5958505,0.33695742,-0.46833205,7.142632,10.863948,5.1166625,-0.9450783,-0.048874818,3.2117367,2.9682784,1.2423779,2
72,-338.60577,198.03278,56.09469,-19.719906,-1.9827038,29.34895,18.674286,-5.472948,-2.8812582,13.667918,13.37004,0.975496,-0.048350856,9.147424,9.879577,1.1054296,-1.9692131,3.446378,5.5934715,1.2365345,-0.5558536,2.8919103,3.7239728,-0.5048839,-2.4042697,2
73,-385.2758,164.77423,64.74711,6.851482,11.930162,29.099167,20.261,2.4925725,3.392587,15.490544,15.738368,4.371307,-0.7834596,4.21913,7.0846634,2.8554072,-0.07413912,2.8378294,5.1768045,2.3057148,-1.1284367,-0.4429248,1.6134197,1.1798246,-0.055613935,2
74,-460.87045,205.52277,55.662155,-18.003733,5.7200003,37.290775,20.297602,-8.413538,-4.8646946,13.116256,10.324572,-5.5400605,-6.630234,4.96754,7.214922,-1.0816121,-2.845433,4.536434,7.426853,2.0177898,-1.3122407,1.7752362,4.09424,2.0902183,0.8848577,2
75,-506.37946,86.261475,28.508408,36.436913,23.56393,15.40348,10.275599,6.0551305,1.7494051,1.205107,-2.4085617,-3.6724596,-4.822193,-3.9638786,-5.7827682,-3.7146046,-5.097384,-3.786223,-5.554019,-4.8570156,-5.0582333,-3.0981417,-5.044746,-2.6501095,-3.8875208,2
76,-475.98657,254.6093,52.07544,-39.527363,2.3036866,43.008682,12.837123,-23.579805,-9.122095,18.226023,10.504738,-10.5581045,-6.519369,9.703969,7.3462005,-5.5867643,-4.3041654,5.8857713,4.653465,-4.298285,-4.1015086,2.5277843,1.7052288,-3.8811355,-2.2552493,2
77,-400.50247,196.15593,58.260788,-15.971854,1.0697923,33.267998,25.365454,2.4589238,3.4135168,17.594105,15.417496,0.6316937,-2.9428787,6.0137944,9.205583,2.5034363,-0.87554145,3.6743572,6.1613865,1.789723,-1.9151363,-0.048985403,2.272573,0.8522376,-0.802454,2
78,-402.58887,177.49489,49.781277,-9.816913,15.131968,40.80881,20.372145,-6.2169347,1.706349,22.245274,19.379875,2.2259598,-0.06974723,10.551704,11.568894,1.6008202,-1.7236744,4.778684,7.213797,1.1318681,-3.015837,-0.16390796,2.8617954,2.0376222,1.5431707,2
79,-351.10602,168.6554,67.71614,5.624096,7.744952,27.53894,24.349781,8.461037,5.664158,13.858654,14.559872,5.9292994,1.4157012,4.958076,7.311004,4.132444,1.6398002,3.5569234,5.1201377,2.7544029,0.05278772,0.633074,2.2799695,1.8645918,0.65835553,2
80,-373.06607,152.07283,36.03307,34.08457,12.747923,21.836775,11.434242,8.989228,2.8824542,3.5574374,-1.1037722,0.2428602,-2.8785205,-3.283817,-3.8288627,-4.4859138,-5.4992447,-4.779685,-6.606611,-6.073728,-6.912698,-7.1212883,-5.264023,-3.7177324,-4.9072003,2
81,-498.65915,76.47405,-5.2441945,-4.1380444,-0.20948681,0.64215195,-1.5503576,-1.6483612,-4.248783,-3.0549366,-3.2313983,-2.7719002,-3.4442818,-1.962817,-3.0208392,-3.5564375,-4.1102643,-2.6922956,-2.8409789,-1.3085763,-1.6692357,-1.020018,-1.3780105,-0.6881942,-1.3573712,0
82,-387.88318,182.21217,64.8274,1.008711,11.484658,33.158783,22.648022,3.2580237,6.040942,18.720488,15.269587,0.51659137,-3.741069,3.659072,6.5900483,1.3111638,-1.1491991,2.7726138,4.697039,1.1889842,-1.1486354,1.1547667,3.0578437,1.2614582,-0.4810083,2
83,-360.3247,157.35367,66.30461,8.968643,8.314222,23.670328,19.800138,6.5248938,6.2042537,15.0206585,15.110049,5.75619,1.0800874,5.120875,7.9849687,4.562954,1.4797324,3.6600728,6.1889496,3.7117589,-0.83292913,-1.9123523,0.09125013,1.0960175,0.2703416,2
84,-301.66284,204.83914,70.65409,-8.137099,-0.73182654,27.102314,21.333614,-0.77051735,-3.092957,9.653054,11.103073,-0.024032239,-4.4574504,1.9612955,5.3417454,0.47294182,-2.789286,0.62604773,3.4098423,0.6553563,-2.3407636,-0.9632553,1.2585186,0.48664477,-0.86795086,1
85,-294.2424,193.4004,61.37391,-12.326027,0.25806168,29.661177,23.400549,2.420939,2.1265023,14.476599,13.540818,1.5391604,-1.7079827,5.1242332,7.2992077,1.8185747,-0.7481391,2.7448907,4.4522333,1.4374286,-0.34455794,1.7176416,3.0489533,1.4240507,0.37469256,2
86,-334.3442,151.72426,51.78091,-3.6004398,6.3118005,27.58071,20.816898,4.217928,5.6923337,16.88553,15.389544,3.5094352,-0.7290773,4.6466146,6.4557805,1.1961752,-1.584872,1.8274761,4.146178,1.4474177,-1.022357,0.27834353,1.5049983,-0.22037736,-1.6275477,1
87,-420.93777,173.18828,58.339317,-5.052226,3.7738879,23.486473,13.465803,-2.0778174,6.0298386,21.867329,17.603651,0.29824266,-4.561887,4.830941,9.570782,3.9439454,0.24278829,3.8680239,5.96553,1.7324282,-1.6675737,0.9107332,4.278642,3.205177,0.64439446,1
88,-401.6696,166.4468,39.890118,-13.9472065,16.482866,44.398773,24.936497,-0.24148275,6.755355,21.996244,13.686187,-4.0721917,-4.334915,6.0789423,6.1627455,-0.57581973,1.6181794,9.013941,7.4530587,-0.318298,-1.3285043,3.3301435,2.999976,-1.150456,0.3427318,2
89,-422.45752,223.3911,51.979782,-28.798483,4.045827,39.689487,15.679954,-17.728315,-9.65763,13.378017,10.451954,-5.3764815,-3.5337424,7.943836,4.980154,-6.4923487,-5.741163,3.6116853,3.7909005,-3.3602498,-3.1005003,2.9586847,1.69819,-5.167899,-4.4210553,2
90,-395.30646,171.25056,51.530922,-5.996347,15.548321,39.71465,22.470085,-1.3009133,4.7961802,21.53941,17.234539,0.2210086,-3.536603,4.8950553,6.605281,0.10101318,-1.1339511,4.3034487,5.627484,1.1671195,-0.5887668,1.7983909,1.5666419,-1.829045,-1.8786829,2
