filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
normal_noisynormal_258_1309352253234_A.wav,0.714463234,0.117737792,319.9690315,399.0303793,706.5436599,0.013281982,-322.9701538,160.4056396,48.98224258,-9.856701851,5.349342346,31.25621223,23.23353958,3.349588156,4.111266136,16.45227432,15.6761713,4.350428104,1.16712451,normal
normal_noisynormal_284_1311168471850_B.wav,0.690862775,0.067825921,389.6693469,384.4690874,776.0665982,0.022039454,-376.7191772,204.5372467,58.92052078,-20.68682289,-4.959509373,26.71713257,17.10843086,-6.837900162,-4.267257214,13.26707172,14.04167461,0.911352634,-2.15644908,normal
normal_noisynormal_285_1311169246969_C.wav,0.644846797,0.027469741,425.3796108,492.4066677,992.390794,0.026491605,-456.5919495,173.7744751,37.22808838,-24.66866875,5.883071899,38.92375183,23.32192039,-1.004484415,6.525413036,23.30338478,15.74943352,-2.73250699,-2.657608986,normal
normal_noisynormal_270_1309369533040_B.wav,0.72340405,0.112454675,321.0360599,384.8616046,697.8902883,0.011946989,-337.094635,152.4182739,53.9364357,-5.363445759,-0.550351262,21.72856712,19.88231087,4.169419765,2.246811152,12.9943924,15.99573421,7.45108223,2.063015699,normal
normal_noisynormal_264_1309356143724_B.wav,0.638876796,0.05122146,516.3956433,461.7307678,1042.46136,0.035481515,-369.3515625,201.1808777,39.56975174,-37.10515594,-4.002139568,36.3043251,20.80753326,-9.099546432,-5.506832123,12.12774467,8.94788456,-4.072146893,-0.656263649,normal
normal_noisynormal_178_1307989887769_B1.wav,0.676627636,0.113573126,420.7348566,402.7406591,802.1855603,0.028454088,-309.2741699,200.6455231,54.24419785,-23.85088539,-5.827980995,26.08361816,15.79773617,-6.933235168,-2.254522562,15.15693188,13.9873085,0.255893379,-1.693677425,normal
normal_noisynormal_246_1309199278902_D.wav,0.729032934,0.114512801,242.8941693,337.6125905,505.701117,0.008910411,-352.8889771,159.5279541,57.60309601,-0.772776365,8.393651009,32.64622879,28.14711189,8.622315407,4.841309547,14.65718269,15.8711195,5.541323662,-0.131791413,normal
normal_noisynormal_172_1307971284351_A.wav,0.647378683,0.020751536,469.7454278,497.4789575,1086.336469,0.028014982,-457.7473755,240.0204926,37.94426346,-46.25597763,5.563691616,50.79165268,19.44674492,-17.8833847,-2.351118088,24.63488388,14.65968895,-6.915857315,-1.362391114,normal
normal_noisynormal_207_1308159792607_D.wav,0.681725681,0.045373961,391.4075424,445.3748068,871.296513,0.021805125,-396.9386292,191.9644928,42.47576141,-25.29738617,7.109972954,40.44715118,20.60804749,-7.203128338,0.252286613,18.25483894,12.67819786,-2.477601767,-1.02646935,normal
normal_noisynormal_189_1308075231945_A1.wav,0.698167622,0.082406126,290.9929691,369.4693865,593.8781198,0.013144704,-357.3186951,181.3678741,60.31481171,-5.130970478,7.121380329,30.00969124,19.16274452,-0.105163723,4.249278069,18.6213913,16.17413521,2.356735706,-1.342949629,normal
normal_noisynormal_170_1307970562729_C1.wav,0.460611582,0.188131556,373.660056,399.0643737,767.5201114,0.022494779,-293.3050232,189.8235016,54.32450104,-15.76617146,3.549052715,33.21432495,21.20925522,-3.062488317,-2.113226175,10.4876709,7.631543636,-3.388880014,-2.333540916,normal
normal_noisynormal_271_1309369876160_A.wav,0.60279423,0.015624614,402.6098555,407.5383206,809.5074053,0.025422605,-476.6570435,214.156601,55.77959061,-22.40084267,3.105632067,34.09292603,13.19654465,-15.66636086,-6.599524498,15.64121437,11.64022541,-6.749574184,-7.399199486,normal
normal_noisynormal_194_1308139824187_C.wav,0.694783866,0.148202866,379.5257138,425.9308086,772.6754696,0.017084649,-308.4516907,206.8208313,52.99453354,-23.62328339,1.384118557,36.96565628,24.34184074,-1.979246736,1.381071329,18.31183052,15.71639347,0.869287372,-0.970289648,normal
normal_noisynormal_163_1307104470471_D1.wav,0.692076862,0.057400912,272.4291439,351.4064277,544.9800379,0.012101716,-409.3303833,192.3832703,66.31410217,-4.091485977,5.757529259,29.18591881,19.65460968,0.499463469,4.339832783,18.62786102,15.8031702,0.595859885,-4.023776054,normal
normal_noisynormal_284_1311168471850_A.wav,0.692504704,0.056534965,323.3670675,355.3895899,647.9142814,0.017399463,-400.1295471,195.2692108,63.3901329,-9.672095299,2.324870348,27.71296692,16.13729858,-6.226849079,-2.395198584,15.01848984,15.33265686,1.552640319,-2.655345917,normal
normal_noisynormal_264_1309356143724_C.wav,0.680176079,0.045044187,506.4294063,483.595594,1072.522036,0.031452106,-384.2677307,194.3735809,35.56625748,-37.50162888,-2.293305874,38.01207352,21.74125671,-8.112146378,-3.372493744,15.28980637,11.82627583,-2.500228882,-0.135533288,normal
normal_noisynormal_271_1309369876160_C.wav,0.650316536,0.023309542,400.0987619,428.3705073,857.5390206,0.023414448,-442.3326111,176.1817169,49.01526642,-15.90016842,3.619467497,31.68958282,18.67082977,-5.328194141,-1.782064676,14.90948677,13.26123714,-1.664393067,-4.790697098,normal
normal_noisynormal_176_1307988171173_D.wav,0.638701379,0.033932261,436.2715057,449.5174101,920.5444336,0.026089138,-403.7785034,205.4214783,45.61745071,-28.01653099,4.85273838,39.60784149,18.24559212,-12.22358513,-5.39496994,13.43939018,7.808569908,-7.591303349,-4.080392838,normal
normal_noisynormal_271_1309369876160_D.wav,0.643524468,0.027246561,390.595964,410.9993269,811.9530077,0.021498816,-415.10672,168.0099945,52.12247849,-10.43731117,2.91043067,27.11016846,16.77790451,-4.015707016,-1.374220371,13.25823498,11.8762331,-2.151226282,-6.049347401,normal
normal_noisynormal_181_1308052613891_A.wav,0.653451502,0.028130516,355.8027091,382.0953138,720.9453748,0.019442269,-434.5401611,209.8755188,60.32087326,-18.44862556,-0.024325222,30.0759716,16.33846092,-7.823122978,-1.793693066,16.1540451,12.54222393,-3.702311993,-4.753537178,normal
normal_noisynormal_143_1306763822290_A.wav,0.633278072,0.068703771,255.4241273,310.0273491,482.8495121,0.012660559,-369.6961975,173.3947144,72.23035431,10.37046432,10.13375759,23.65769196,14.63274288,-1.007942557,1.477900505,12.96749496,11.43822765,-0.480995536,-3.920844555,normal
normal_noisynormal_133_1306759619127_D1.wav,0.71986115,0.085895896,241.3266178,324.6490297,464.5231681,0.008587015,-387.8831787,182.2121735,64.82740784,1.008712649,11.48465347,33.15877533,22.64802361,3.258027554,6.040938854,18.72048378,15.26959038,0.51659745,-3.741067886,normal
normal_noisynormal_167_1307111318050_B.wav,0.6954301,0.035500932,369.3073307,428.8636898,826.4088173,0.018876852,-419.5959473,182.6435547,49.59030151,-16.75131035,4.66960907,32.89964676,17.90528297,-5.408949375,2.880111933,23.43011475,20.51192093,1.107767344,-5.224670887,normal
normal_noisynormal_182_1308053371395_B.wav,0.689962864,0.10102503,339.9449155,373.2888439,702.2254298,0.01654952,-320.8006592,185.2233582,57.03355026,-15.21868038,-2.464730501,28.37882805,24.03024673,2.975728273,1.335590482,13.90361404,14.86089993,3.837363958,-0.107129499,normal
normal_noisynormal_151_1306779785624_C.wav,0.68894726,0.037097421,567.9265857,475.4096458,1124.080087,0.04378964,-386.4215088,228.3917389,35.23988724,-52.79734802,-8.256983757,42.21324539,22.79263496,-13.33359241,-6.492261887,17.68626595,13.70479393,-5.396151543,-4.506260872,normal
normal_noisynormal_137_1306764999211_B.wav,0.617472589,0.138047919,402.3435781,366.8451514,707.1079308,0.029179963,-306.1616821,234.1281128,73.41443634,-19.74308014,-15.40155315,14.44177437,11.62466335,-6.91915226,-6.182979584,7.089999199,8.349244118,-0.704258323,-1.812164068,normal
normal_noisynormal_146_1306778707532_D.wav,0.656862736,0.021955283,403.1676737,430.6567471,890.2058103,0.025333392,-456.9797974,179.7005005,47.77142334,-15.68362045,10.20633221,40.9835434,23.14867973,-7.97577858,-7.56953764,10.17503262,10.13617802,-4.632080555,-8.249919891,normal
normal_noisynormal_169_1307970398039_A.wav,0.69461751,0.04199269,361.6390872,411.8880625,731.6422802,0.018033302,-425.56073,221.5643921,57.67009735,-21.98162079,3.253893137,32.64150238,11.32591248,-13.49105644,1.35402894,25.7054615,19.43524361,-2.091133595,-5.154384613,normal
normal_noisynormal_158_1306947254705_B1.wav,0.757985771,0.069330133,234.4324237,337.8166805,441.6526558,0.007726925,-418.9721069,177.1716461,61.88476944,-2.1834867,7.810594559,29.94194031,20.82248116,2.213228226,4.559952736,16.94227409,14.76364708,2.2493155,-0.464395463,normal
normal_noisynormal_155_1306935902813_A.wav,0.677993417,0.039851714,298.5418914,357.0515251,613.08972,0.014865929,-419.181488,194.0738373,63.78694534,-7.5979743,3.976395845,27.27258873,15.07866096,-4.763621807,2.049262047,19.19187737,16.34711266,0.237159595,-3.693151712,normal
normal_noisynormal_198_1308141739338_D.wav,0.695078731,0.063986875,284.20659,393.1642316,637.5213925,0.012257793,-395.3064575,171.2505341,51.53092194,-5.996347427,15.54832077,39.7146492,22.47008514,-1.300912142,4.796180725,21.53940964,17.23453903,0.221007884,-3.536605597,normal
normal_noisynormal_278_1311163365896_B.wav,0.701856315,0.066233851,305.3761015,361.9298064,644.4693381,0.014884035,-405.535614,175.2998047,62.77588272,-2.293067932,4.969783783,27.27917862,20.11384201,0.964579165,0.764246702,12.64964962,12.38157558,0.603344679,-3.580622196,normal
normal_noisynormal_136_1306429977501_B.wav,0.702458084,0.078981973,285.2894114,345.0480084,563.0582484,0.013229246,-364.1368103,189.1466217,64.96211243,-7.058385372,1.454065323,27.72290611,21.81668472,1.842055917,2.010361195,15.76437855,16.34699631,3.301476955,-2.715698242,normal
normal_noisynormal_142_1306763049574_A.wav,0.670722544,0.018008994,361.1631763,439.8458299,827.8723968,0.019024995,-488.1734009,220.2615204,48.45635223,-26.4868679,13.81886387,50.04361343,20.24287987,-16.53219795,-5.460018635,20.94371223,15.68012524,-5.508176327,-5.438952446,normal
normal_noisynormal_141_1306520154450_B1.wav,0.696319759,0.170884594,312.0406824,363.460356,603.0125075,0.015914213,-305.3537292,199.9760742,66.27520752,-6.792372704,6.115774632,31.98980331,19.61763763,-5.02865696,-3.900222778,12.0315733,12.66172218,-0.276661903,-4.382593632,normal
normal_noisynormal_158_1306947254705_D.wav,0.723912239,0.029611308,280.8076367,375.0018223,590.52558,0.009949427,-463.6831665,189.470993,54.92794418,-13.93651676,5.505071163,33.66172409,20.17614365,-2.732255936,2.77284193,18.98781967,14.3460207,-2.374683619,-4.346670628,normal
normal_noisynormal_134_1306428161797_D1.wav,0.72954607,0.031577136,344.7842286,425.7195604,787.4851632,0.014499284,-454.7461853,206.7187805,49.5067215,-23.84532738,7.269927025,40.87223053,18.83706093,-12.09956264,-3.306031942,20.38259506,17.71329308,-0.853176296,-3.216824055,normal
normal_noisynormal_155_1306935902813_C.wav,0.675470293,0.068589076,370.9470609,418.353461,811.6959588,0.018180715,-358.276947,169.8959808,49.57087708,-12.54985809,4.926997185,31.12584305,19.46704292,-2.13034296,1.899061441,17.75829315,16.13699341,1.909240246,-1.586788774,normal
normal_noisynormal_142_1306763049574_D.wav,0.632262945,0.02029503,460.6222212,465.6207031,986.417512,0.029905914,-449.6479187,198.7118683,42.35799789,-29.10759163,5.165240765,42.80371094,23.71512794,-7.716824532,-2.837009192,16.3305645,11.26558971,-7.019025803,-7.723526478,normal
normal_noisynormal_144_1306522408528_C.wav,0.706056595,0.107857071,326.1977782,381.6455359,694.6732642,0.014199127,-326.3251953,165.9545441,53.73232269,-10.49437332,-0.367870092,26.66127586,23.50740051,5.400100708,4.197950363,15.84069443,16.85268784,5.890623093,0.669712067,normal
normal_noisynormal_147_1306523973811_B.wav,0.699424446,0.060870048,246.65679,327.3354991,468.7124634,0.010628836,-392.4274597,156.3752747,64.23378754,9.919002533,13.81168175,29.11308289,19.88905907,2.000370741,2.236342192,14.06420231,14.52318954,2.513088465,-4.123680592,normal
normal_noisynormal_188_1308074301731_A.wav,0.574216068,0.111232586,402.1263289,369.0476749,740.2558198,0.026459565,-284.3740845,150.9873657,58.87527847,0.944202781,-1.108055353,11.31240368,5.298157692,-6.83430481,-3.918833256,7.05659008,7.385492325,-2.058446169,-6.159533024,normal
normal_noisynormal_132_1306758754432_C.wav,0.693740368,0.080695882,263.5124108,366.8141012,564.2015884,0.010505227,-373.2437134,147.4284363,57.0795784,6.037101269,12.75357056,29.37694168,20.97784042,4.693643093,6.721491337,18.8810215,18.09844208,4.844399929,-2.153526068,normal
normal_noisynormal_234_1308748855534_B.wav,0.698836446,0.090455212,300.3994709,382.8974416,647.0594618,0.013189622,-351.0948486,156.1180725,57.63085938,-1.362516284,3.325561523,24.25188637,20.90592957,4.711581707,2.327650785,11.37263775,12.68786907,4.428558826,0.447810143,normal
normal_noisynormal_157_1306937583792_B.wav,0.691304386,0.028137062,394.0138138,451.6905066,923.3278865,0.020994095,-439.5063171,196.6051331,45.06142426,-24.33678436,8.429696083,42.99739075,22.28359985,-7.903820038,-0.019131336,21.47911072,16.50463295,-3.681544065,-6.676112175,normal
normal_noisynormal_136_1306429977501_D1.wav,0.671937048,0.052478626,365.8422636,387.4172953,746.7257786,0.018782406,-361.6087341,193.5080872,56.71522141,-17.98159599,-3.379770517,25.79719543,16.93950844,-3.786592245,0.670758963,17.22636604,15.86661053,1.288048029,-2.492882729,normal
normal_noisynormal_138_1306762146980_A.wav,0.687552035,0.029587278,376.1382707,433.2665389,833.1998818,0.019020447,-401.3987427,170.2317352,48.10002136,-13.31040955,6.010411739,31.672575,17.21659851,-5.728655338,0.069330879,18.05070496,15.90461445,-0.591136158,-5.031053543,normal
normal_noisynormal_133_1306759619127_C.wav,0.719594836,0.064219467,280.6584361,365.0580843,597.3639019,0.01192358,-384.9429626,170.2437592,59.15306091,-1.572370529,9.694299698,31.47377396,20.64601707,-0.23292987,1.35458529,15.24353695,14.57745075,1.346539259,-3.275436163,normal
normal_noisynormal_139_1306519274653_D.wav,0.717525423,0.039683469,258.8004806,340.6619708,533.1425337,0.010479551,-446.2754211,202.0604706,64.16833496,-9.327861786,6.324021816,33.40577698,20.6774826,-1.879132509,2.840033293,18.30023575,13.54945564,-3.557519436,-6.753560543,normal
normal_noisynormal_137_1306764999211_C1.wav,0.621683002,0.106875375,356.2415142,345.2331436,662.077853,0.023239715,-348.4729309,234.973526,72.83680725,-17.68714523,-6.211359978,21.30614471,8.288420677,-13.12420845,-4.629220486,13.92142963,9.983888626,-5.494986057,-4.664033413,normal
normal_noisynormal_134_1306428161797_B1.wav,0.714688718,0.045788314,370.9187444,427.6735314,839.83436,0.020455944,-418.8095093,195.2125397,51.86675262,-17.83033371,7.747789383,39.29190445,21.3340168,-8.109985352,-3.771345854,16.37043762,15.20893383,-1.19737649,-4.185915947,normal
normal_noisynormal_129_1306344506305_C.wav,0.732934415,0.068664156,291.9091335,371.2490092,640.2264317,0.010519073,-400.5024719,196.1559143,58.26078796,-15.97185421,1.069792032,33.26799774,25.36545372,2.458924532,3.413516283,17.59410477,15.41749477,0.631691992,-2.942879677,normal
normal_noisynormal_154_1306935608852_C.wav,0.73576808,0.078446873,235.43024,343.5048519,477.05151,0.008966398,-400.5866089,178.3127289,62.73837662,0.034207169,12.0299902,34.01005173,22.12322998,1.386013627,4.917712688,19.94284439,17.99446869,2.595518827,-3.278193951,normal
normal_noisynormal_140_1306519735121_C.wav,0.694898248,0.05386785,271.6719317,361.6998241,581.0986848,0.010702709,-404.6654968,181.5453491,59.60402298,-5.963983059,7.854104519,32.62964249,21.49021149,-0.115611292,2.655843258,17.58089828,16.09539413,1.860845208,-2.585656881,normal
normal_noisynormal_125_1306332456645_D.wav,0.678372502,0.075587951,347.3612189,362.4120549,690.6575521,0.016198537,-357.4173584,201.5172577,67.88741302,-9.026972771,-1.71949029,22.99280167,14.85512638,-5.022940636,-2.976264477,11.08124065,10.67061138,-1.12321806,-3.591480494,normal
normal_noisynormal_117_1306262456650_D.wav,0.641164958,0.035970889,445.1675909,439.4432866,923.9060581,0.028037792,-423.9844971,235.5821533,47.70009613,-35.99048615,6.261506557,48.01407242,20.92007446,-16.41354561,-7.846439838,15.1778574,8.228564262,-10.76637363,-6.739905834,normal
normal_noisynormal_157_1306937583792_A.wav,0.669218361,0.018061431,437.030966,495.3648833,1030.510802,0.023702075,-482.4119873,219.1615448,36.02984619,-40.12108612,8.135169029,50.83251572,22.14241409,-13.74509716,0.304140717,27.92646599,20.32364273,-3.58741641,-4.799049377,normal
normal_noisynormal_149_1306776016110_A.wav,0.544431448,0.037398182,478.9223976,378.076249,829.2474878,0.036450257,-363.6372375,199.6278229,54.71681213,-19.59168434,-0.730407119,24.70342255,5.60063076,-19.12599373,-8.653639793,14.27595425,12.62318325,-4.852827072,-8.77312851,normal
normal_noisynormal_150_1306776340746_A.wav,0.576745212,0.046173546,395.573933,375.3801064,751.1482095,0.025163758,-364.302002,200.4650879,59.0893631,-15.84014988,-0.839367568,23.88434219,10.11744404,-8.488062859,1.862379551,18.51336288,11.17400742,-6.561114788,-7.394711971,normal
normal_noisynormal_137_1306764999211_A1.wav,0.509790719,0.360975832,446.2809881,375.7228005,825.9066429,0.025422407,-226.9960632,198.1036835,54.91403961,-22.99881172,-9.282164574,18.65445328,10.14377975,-7.721370697,-3.065547466,8.232438087,2.626728058,-9.263027191,-8.228445053,normal
normal_noisynormal_113_1306244002866_B.wav,0.659227431,0.037391558,443.5322941,398.4643398,862.9341926,0.031620932,-416.7949829,230.9306793,55.14806366,-32.58049774,-3.923131466,34.06738663,15.1936388,-16.23930168,-9.335072517,13.08796787,10.23432922,-7.01809597,-6.487397194,normal
normal_noisynormal_108_1305654420093_A.wav,0.60776931,0.023770964,535.8544204,488.9050565,1097.467847,0.038811121,-445.5897217,233.0716248,35.77904129,-45.88973999,5.005113602,48.35105133,16.07799339,-21.86973572,-7.5368433,18.41574478,8.580911636,-11.9243679,-4.818331242,normal
normal_noisynormal_125_1306332456645_A2.wav,0.628870785,0.074839592,334.9371254,347.4354081,654.1770154,0.018568144,-326.4931641,162.0345001,66.50278473,4.53508997,1.282784581,16.53054237,13.43945885,-0.039661378,-1.317377925,7.559258938,9.11082077,0.902991712,-4.140729904,normal
normal_noisynormal_138_1306762146980_D.wav,0.699791253,0.037415829,430.8733561,437.5558487,900.3679973,0.021666984,-386.3728943,189.9710999,47.62797546,-25.38720322,-4.105340481,28.14500237,17.44293404,-4.065412045,2.622507572,19.90319252,15.66084099,-1.499276876,-4.637224674,normal
normal_noisynormal_141_1306520154450_C1.wav,0.688728094,0.093124509,351.3176668,380.5197687,696.4033647,0.019955167,-356.0140991,210.0704041,59.44036865,-19.14661026,0.286356479,31.75722694,18.41941071,-6.61968565,-1.314087868,17.7212429,16.331007,0.861387908,-2.051518679,normal
normal_noisynormal_130_1306347376079_C.wav,0.693654835,0.119265869,347.3123135,370.1652886,694.7300978,0.016538344,-324.9321899,198.5331879,57.4958992,-18.63126564,-1.58517611,30.67288589,22.41897964,-0.237169728,1.581390977,16.4698391,15.10214806,1.561505914,-1.564668894,normal
normal_noisynormal_109_1305653972028_C.wav,0.673799872,0.02328909,455.2911079,459.8808472,961.0631872,0.029449588,-429.9580688,186.5509491,43.70734406,-23.34288216,4.821177483,35.90716934,16.5892067,-11.86748123,-5.471912384,14.37845325,11.33059692,-5.100990772,-6.272255898,normal
normal_noisynormal_133_1306759619127_A1.wav,0.692954481,0.044625971,286.2509407,359.7067861,595.5376924,0.012997755,-404.0332031,173.7333679,62.21940994,-0.760206997,7.288323879,27.45316315,17.60393524,-1.196870565,1.573506236,15.33423615,14.27782822,1.261673331,-2.661845684,normal
normal_noisynormal_123_1306331925797_B.wav,0.60831511,0.125516668,362.4944692,345.8212739,694.4081553,0.021173651,-276.474884,165.5990753,63.25483322,-2.958373547,-4.805840492,15.41544056,16.7498703,4.50761652,0.902392209,5.628965855,4.485753059,-2.723975658,-4.41809988,normal
normal_noisynormal_132_1306758754432_B1.wav,0.712146997,0.076948233,237.7077425,336.6905874,477.9881703,0.00933505,-385.2757874,164.7742157,64.74710846,6.851484776,11.93016052,29.09916496,20.26099968,2.492572546,3.39258647,15.49054432,15.73837185,4.37130928,-0.783461809,normal
normal_noisynormal_123_1306331925797_C.wav,0.642302871,0.057298683,364.2600222,359.3868881,707.0572414,0.021605074,-394.4336243,228.5998077,65.17940521,-21.69600868,-3.178601265,28.8141098,14.78378773,-10.14850521,-3.872519732,14.23668194,10.58145618,-4.428340435,-3.514149427,normal
normal_noisynormal_127_1306764300147_D1.wav,0.658649623,0.073209591,341.3248502,365.9516836,685.8690165,0.017881232,-342.5680237,149.63414,60.95906067,5.154747963,3.96695447,17.35776138,11.89413166,-1.214536786,0.160312146,10.52857494,10.58806896,0.082556255,-4.977424145,normal
normal_noisynormal_137_1306764999211_D1.wav,0.598784089,0.149630487,375.7831081,314.8821427,665.578642,0.025361903,-304.0561829,221.9658051,78.19610596,-10.11650276,-10.49492836,11.1352272,4.601837158,-10.59190178,-4.385200977,10.73697758,9.657177925,-1.822892785,-3.095859289,normal
normal_noisynormal_142_1306763049574_B.wav,0.718312204,0.035290781,363.9742277,433.3782467,840.7854492,0.018051758,-435.388031,191.8540344,46.14722824,-22.47466469,7.479268074,41.80094528,23.99677658,-5.017235279,0.682932556,20.45801544,16.69701195,-1.48916769,-3.895197392,normal
normal_noisynormal_144_1306522408528_A1.wav,0.686704934,0.066715479,360.3216766,382.1185983,722.9744162,0.017471069,-360.158844,169.8820038,57.47754288,-8.438721657,-1.594429255,22.62887573,19.26908302,3.046537876,3.37260747,14.68712425,14.27719879,2.418058872,-2.770067215,normal
normal_noisynormal_137_1306764999211_A2.wav,0.536450922,0.263278246,413.7116405,332.2235711,744.3121659,0.027122096,-234.1977844,202.4146729,69.13631439,-13.69854259,-13.74370098,9.957038879,8.59079361,-4.828689575,-3.8931005,4.462955952,1.923507929,-6.99782753,-7.408060074,normal
normal_noisynormal_136_1306429977501_C.wav,0.695664823,0.063150011,285.6955583,345.9326711,581.5426373,0.013645362,-396.1489563,190.8081207,65.99229431,-4.69299078,4.687824726,28.45568275,19.12794685,-0.475288361,3.122703791,18.14500999,16.33664703,1.137512565,-4.300624371,normal
normal_noisynormal_118_1306262335509_B.wav,0.543760777,0.128146663,473.4136974,428.7080693,944.1548887,0.034192956,-285.9751892,151.233078,44.02214432,-11.12959862,4.273015976,26.29356766,13.21251869,-9.569556236,-9.127471924,4.024317741,4.853158474,-3.496151209,-3.069029808,normal
normal_noisynormal_133_1306759619127_B1.wav,0.69543618,0.095814198,236.4659564,338.2292625,479.7219248,0.008809493,-375.3235474,167.6109924,63.04278183,1.561180949,6.970959663,28.0352993,23.85439491,8.860209465,9.920434952,20.09166145,17.22098732,2.887030363,-3.471196413,normal
normal__299_1311770522820_C.wav,0.673469424,0.058240395,368.3315344,442.9866857,833.0596506,0.01859705,-384.8745728,167.7323608,42.4692688,-18.39132118,5.016658306,34.73099899,22.88860512,2.26193881,9.793150902,26.82650566,21.01442146,1.029576778,-4.934346676,normal
normal_noisynormal_141_1306520154450_A1.wav,0.656015277,0.075504415,329.2709672,341.2923906,640.3629351,0.018678303,-363.418457,214.6925964,71.27393341,-11.22139359,-2.913808823,24.42123413,17.00645447,-2.96079278,-0.595493317,12.87618637,10.18154335,-3.78023386,-6.552333355,normal
normal__286_1311170606028_B1.wav,0.725350142,0.10255447,341.575747,382.5573493,685.0788574,0.01800293,-348.1075439,183.9851532,63.27231598,-7.089454174,-1.736866117,20.7521286,14.6371212,-2.953555346,-0.996261001,13.59145641,15.63192177,4.61096096,-0.658672333,normal
normal__296_1311682952647_A1.wav,0.684997857,0.133171931,260.8297715,391.8796989,487.7596768,0.009617661,-355.3078613,170.8856659,58.96493912,2.472272873,17.28783607,37.12794113,22.06339645,-0.563796759,2.298358917,17.81952477,17.5192585,4.109741211,-0.834058404,normal
normal_noisynormal_125_1306332456645_B1.wav,0.637827575,0.09260615,333.0795627,325.6415433,619.9677438,0.018842395,-334.901886,204.4563293,72.87203979,-6.140403271,-2.612574816,20.77382278,14.3494482,-4.303422451,-3.13740921,9.995723724,10.17111015,-1.041272163,-4.37557745,normal
normal_noisynormal_113_1306244002866_A.wav,0.66380012,0.036308371,362.5607553,389.1194849,732.531396,0.021003699,-438.5934143,228.8667297,60.07875824,-24.06096458,2.581524611,37.52291107,17.89175606,-13.27260971,-6.768168926,15.23622799,12.54742241,-5.120334148,-6.272786617,normal
